F_CODE,F_NAME,F_SIZE,F_CAL,F_CARBO,F_PROTEIN,F_FAT,F_SUGAR,F_NA,F_COLE
D010075,블랙타이거 슈림프(나폴리L),159,358,0,18,0,13,819,0
D010076,블랙타이거 슈림프(씬 M),188,431,0,20,0,16,956,0
D010077,블랙타이거 슈림프(씬 L),125,308,0,14,0,12,674,0
D010082,슈퍼디럭스(오리지널 L),248,625,0,32,0,15,1362,0
D010083,슈퍼디럭스(오리지널 M),134,307,0,17,0,3,439,0
D010084,슈퍼디럭스(나폴리L),150,386,0,19,0,4,481,0
D010085,슈퍼디럭스(나폴리M),107,251,0,12,0,3,358,0
D010086,슈퍼디럭스(씬 L),118,282,0,15,0,3,408,0
D010087,슈퍼디럭스(씬 M),186,450,0,24,0,4,692,0
D010088,슈퍼디럭스(슈퍼시드 함유 도우L),155,393,0,20,0,4,542,0
D010089,슈퍼디럭스(슈퍼시드 함유 도우M),133,332,0,14,0,3,533,0
D010090,슈퍼디럭스 더블치즈엣지(오리지널 L),149,373,0,16,0,5,629,0
D010091,슈퍼디럭스 더블치즈엣지(오리지널 M),159,359,0,19,0,3,587,0
D010092,슈퍼슈프림(오리지널 L),188,452,0,24,0,3,669,0
D010093,슈퍼슈프림(오리지널 M),151,321,0,17,0,5,462,0
D010094,슈퍼슈프림(나폴리L),168,366,0,20,0,5,461,0
D010095,슈퍼슈프림(나폴리M),123,246,0,14,0,4,392,0
D010096,슈퍼슈프림(씬 L),139,291,0,16,0,5,494,0
D010097,슈퍼슈프림(씬 M),111,236,0,13,0,4,353,0
D010098,슈퍼슈프림(슈퍼시드 함유 도우L),120,251,0,15,0,5,376,0
D010099,슈퍼슈프림(슈퍼시드 함유 도우M),146,335,0,15,0,8,579,0
D010100,슈퍼슈프림 더블치즈엣지(오리지널 L),165,385,0,19,0,9,628,0
D010101,슈퍼슈프림 더블치즈엣지(오리지널 M),172,374,0,21,0,5,518,0
D010102,와규 앤 비스테카(오리지널 L),193,433,0,24,0,5,587,0
D010103,와규 앤 비스테카(오리지널 M),130,305,0,14,0,8,374,0
D010104,와규 앤 비스테카(나폴리L),154,377,0,16,0,7,387,0
D010105,와규 앤 비스테카(나폴리M),107,247,0,16,0,7,310,0
D010106,와규 앤 비스테카(씬 L),130,306,0,18,0,7,379,0
D010107,와규 앤 비스테카(씬 M),179,477,0,23,0,15,602,0
D010112,우리 고구마(오리지널 L),198,484,0,25,0,9,934,0
D010113,우리 고구마(오리지널 M),128,321,0,13,0,9,441,0
D010114,우리 고구마(나폴리L),157,372,0,15,0,14,552,0
D010115,우리 고구마(나폴리M),107,273,0,11,0,9,406,0
D010116,우리 고구마(씬 L),134,311,0,12,0,12,475,0
D010117,우리 고구마(씬 M),175,482,0,19,0,17,682,0
D010118,우리 고구마(슈퍼시드 함유 도우L),109,277,0,10,0,13,389,0
D010119,우리 고구마(슈퍼시드 함유 도우M),130,338,0,13,0,10,494,0
D010122,직화 스테이크(오리지널 L),193,482,0,22,0,14,829,0
D010123,직화 스테이크(오리지널 M),126,304,0,14,0,5,587,0
D010124,직화 스테이크(나폴리L),160,370,0,20,0,6,752,0
D010125,직화 스테이크(나폴리M),100,240,0,12,0,4,497,0
D010126,직화 스테이크(씬 L),134,314,0,16,0,6,668,0
D010127,직화 스테이크(씬 M),162,444,0,20,0,6,886,0
D010128,직화 스테이크(슈퍼시드 함유 도우L),110,308,0,14,0,4,552,0
D010129,직화 스테이크(슈퍼시드 함유 도우M),124,308,0,14,0,6,568,0
D010132,치즈(오리지널 L),151,364,0,20,0,5,815,0
D010133,치즈(오리지널 M),191,466,0,24,0,7,638,0
D010134,치즈(나폴리L),112,285,0,15,0,5,403,0
D010135,치즈(나폴리M),136,352,0,19,0,6,574,0
D010136,치즈(씬 L),116,305,0,18,0,5,460,0
D010137,치즈(씬 M),110,314,0,17,0,5,423,0
D010138,치즈(슈퍼시드 함유 도우L),124,374,0,20,0,5,572,0
D010139,치즈(슈퍼시드 함유 도우M),191,491,0,24,0,11,626,0
D010140,치즈 더블치즈엣지(오리지널 L),112,292,0,14,0,7,345,0
D010141,치즈가든(오리지널 L),243,601,0,29,0,9,905,0
D010142,치즈가든(오리지널 M),109,250,0,10,0,5,353,0
D010143,치즈가든(나폴리L),132,287,0,14,0,6,412,0
D010144,치즈가든(나폴리M),171,363,0,16,0,7,591,0
D010145,치즈가든(씬 L),100,209,0,9,0,3,338,0
D010146,치즈가든(씬 M),137,303,0,12,0,6,432,0
D010147,치즈가든(슈퍼시드 함유 도우L),114,249,0,10,0,6,375,0
D010148,치즈가든(슈퍼시드 함유 도우M),109,245,0,11,0,5,372,0
D010149,치즈가든 더블치즈엣지(오리지널 L),129,296,0,11,0,6,433,0
D010150,치즈가든 더블치즈엣지(오리지널 M),138,316,0,15,0,4,536,0
D010151,치즈피자 더블치즈엣지(오리지널 M),168,380,0,19,0,5,681,0
D010152,페퍼로니(오리지널 L),145,397,0,20,0,5,539,0
D010153,페퍼로니(오리지널 M),102,271,0,14,0,4,401,0
D010154,페퍼로니(나폴리L),118,327,0,16,0,4,445,0
D010155,페퍼로니(나폴리M),148,426,0,24,0,5,680,0
D010156,페퍼로니(씬 L),127,384,0,20,0,4,558,0
D010157,페퍼로니(씬 M),131,386,0,22,0,4,567,0
D010158,페퍼로니(슈퍼시드 함유 도우L),109,336,0,18,0,4,503,0
D010159,페퍼로니(슈퍼시드 함유 도우M),105,283,0,14,0,4,348,0
D010160,페퍼로니 더블치즈엣지(오리지널 L),124,341,0,16,0,6,445,0
D010161,페퍼로니 더블치즈엣지(오리지널 M),124,341,0,16,0,4,480,0
D010162,포테이토(오리지널 L),147,403,0,20,0,4,576,0
D010163,포테이토(오리지널 M),139,322,0,15,0,4,380,0
D010164,포테이토(나폴리L),149,352,0,16,0,4,380,0
D010165,포테이토(나폴리M),115,260,0,15,0,3,332,0
D010166,포테이토(씬 L),122,292,0,16,0,3,338,0
D010167,포테이토(씬 M),103,224,0,12,0,3,298,0
D010168,포테이토(슈퍼시드 함유 도우L),109,243,0,12,0,3,296,0
D010169,포테이토(슈퍼시드 함유 도우M),139,317,0,15,0,5,349,0
D010170,포테이토 더블치즈엣지(오리지널 L),150,350,0,16,0,5,377,0
D010171,포테이토 더블치즈엣지(오리지널 M),154,362,0,18,0,3,459,0
D010172,핫치킨(오리지널 L),174,422,0,21,0,4,495,0
D010173,핫치킨(오리지널 M),119,287,0,13,0,9,601,0
D010174,핫치킨(나폴리L),144,346,0,15,0,13,684,0
D010175,핫치킨(나폴리M),188,466,0,22,0,15,1066,0
D010176,핫치킨(씬 L),114,274,0,14,0,8,588,0
D010177,핫치킨(씬 M),152,410,0,20,0,18,942,0
D010178,핫치킨(슈퍼시드 함유 도우L),132,323,0,15,0,14,736,0
D010179,핫치킨(슈퍼시드 함유 도우M),119,297,0,13,0,10,563,0
D010180,핫치킨 더블치즈엣지(오리지널 L),146,361,0,16,0,10,632,0
D010181,핫치킨 더블치즈엣지(오리지널 M),143,356,0,18,0,8,757,0
D010182,먹물 오징어링,182,441,0,22,0,9,873,0
D010183,슈퍼곡물 치킨(10조각),105,650,0,17,0,1,721,0
D010184,옥수수 버터구이(6개),178,481,0,36,0,4,1025,0
D010185,치킨퐁듀 그라탕,176,370,0,36,0,20,542,0
D010186,퀴노아 치킨 샐러드,358,827,0,32,0,14,1965,0
D010187,트러플 리조또,137,121,0,8,0,10,153,0
D010188,포테이토 순살치킨(3조각),285,650,0,17,0,8,1123,0
D010189,프레시 코울슬로,305,729,0,42,0,12,1199,0
D010190,프레시 콘샐러드,100,133,0,1,0,9,158,0
D010191,프렌치 라따뚜이,100,135,0,2,0,11,315,0
D010193,화이트 크림 스파게티,395,705,0,28,0,11,1347,0
D010194,NEW 치즈 볼로네즈 스파게티,392,851,0,29,0,9,1258,0
D010203,티본스테이크&쉬림프(클래식)M,188,433,0,22,0,13,740,0
D010204,티본스테이크&쉬림프(클래식)L,101,226,0,11,0,7,380,0
D010205,티본스테이크&쉬림프(크런치)M,123,292,0,13,0,7,480,0
D010206,티본스테이크&쉬림프(크런치)L,121,292,0,13,0,7,460,0
D010207,티본스테이크&쉬림프(리치골드)M,118,286,0,14,0,7,480,0
D010208,티본스테이크&쉬림프(리치골드)L,113,274,0,13,0,7,460,0
D010209,티본스테이크&쉬림프(치즈크러스트)M,106,260,0,14,0,5,460,0
D010210,티본스테이크&쉬림프(치즈크러스트)L,105,254,0,13,0,5,430,0
D010211,더블치즈 티본스테이크(클래식)M,196,466,0,23,0,17,900,0
D010212,더블치즈 티본스테이크(클래식)L,199,471,0,22,0,19,880,0
D010213,더블치즈 티본스테이크(크런치)M,117,284,0,13,0,8,490,0
D010214,더블치즈 티본스테이크(크런치)L,118,285,0,13,0,8,480,0
D010215,더블치즈 티본스테이크(리치골드)M,115,282,0,14,0,8,520,0
D010216,더블치즈 티본스테이크(리치골드)L,110,267,0,13,0,8,480,0
D010219,쉬림프올인(클래식)M,192,392,0,23,0,6,650,0
D010220,쉬림프올인(클래식)L,100,207,0,12,0,3,330,0
D010221,쉬림프올인(크런치)M,117,274,0,12,0,5,430,0
D010222,쉬림프올인(크런치)L,124,290,0,13,0,5,450,0
D010223,쉬림프올인(리치골드)M,116,274,0,14,0,5,440,0
D010224,쉬림프올인(리치골드)L,116,270,0,13,0,5,420,0
D010225,쉬림프올인(치즈크러스트)M,104,247,0,13,0,3,400,0
D010226,쉬림프올인(치즈크러스트)L,107,249,0,13,0,3,400,0
D010227,갈릭버터쉬림프(클래식)M,187,440,0,21,0,9,640,0
D010228,갈릭버터쉬림프(클래식)L,101,233,0,11,0,5,340,0
D010229,갈릭버터쉬림프(크런치)M,120,294,0,13,0,6,450,0
D010230,갈릭버터쉬림프(크런치)L,127,312,0,14,0,6,480,0
D010231,갈릭버터쉬림프(리치골드)M,119,294,0,15,0,7,470,0
D010232,갈릭버터쉬림프(리치골드)L,118,293,0,15,0,6,460,0
D010233,갈릭버터쉬림프(치즈크러스트)M,107,266,0,14,0,4,420,0
D010234,갈릭버터쉬림프(치즈크러스트)L,110,271,0,14,0,4,420,0
D010235,토핑킹(크런치)M,118,297,0,13,0,6,510,0
D010236,토핑킹(크런치)L,123,310,0,14,0,6,530,0
D010237,토핑킹(리치골드)M,117,297,0,16,0,7,530,0
D010238,토핑킹(리치골드)L,114,291,0,15,0,6,510,0
D010239,토핑킹(치즈크러스트)M,105,270,0,14,0,4,480,0
D010240,토핑킹(치즈크러스트)L,106,269,0,14,0,4,460,0
D010241,치즈킹(크런치)M,123,322,0,15,0,5,520,0
D010242,치즈킹(크런치)L,126,331,0,15,0,5,530,0
D010243,치즈킹(리치골드)M,122,322,0,17,0,5,540,0
D010244,치즈킹(리치골드)L,117,311,0,17,0,5,520,0
D010245,치즈킹(치즈크러스트)M,110,295,0,16,0,3,490,0
D010246,치즈킹(치즈크러스트)L,109,290,0,16,0,3,470,0
D010247,큐브스테이크(크런치)M,121,304,0,12,0,6,510,0
D010248,큐브스테이크(크런치)L,129,321,0,13,0,7,550,0
D010249,큐브스테이크(리치골드)M,120,304,0,15,0,7,540,0
D010250,큐브스테이크(리치골드)L,121,301,0,14,0,7,540,0
D010251,큐브스테이크(치즈크러스트)M,108,276,0,14,0,4,490,0
D010252,큐브스테이크(치즈크러스트)L,113,280,0,13,0,5,490,0
D010253,갈릭마블 스테이크(크런치)M,118,284,0,12,0,5,464,0
D010254,갈릭마블 스테이크(크런치)L,124,300,0,13,0,5,479,0
D010255,갈릭마블 스테이크(리치골드)M,117,284,0,13,0,6,498,0
D010256,갈릭마블 스테이크(리치골드)L,116,300,0,14,0,5,480,0
D010257,갈릭마블 스테이크(치즈크러스트)M,105,257,0,13,0,3,471,0
D010258,갈릭마블 스테이크(치즈크러스트)L,107,259,0,13,0,3,457,0
D010259,쉬림프&스테이크 올인(크런치)M,117,278,0,12,0,5,0,0
D010260,쉬림프&스테이크 올인(크런치)L,123,294,0,13,0,5,0,0
D010261,쉬림프&스테이크 올인(리치골드)M,119,292,0,14,0,5,0,0
D010262,쉬림프&스테이크 올인(리치골드)L,119,290,0,14,0,5,0,0
D010263,쉬림프&스테이크 올인(치즈크러스트)M,104,250,0,13,0,3,0,0
D010264,쉬림프&스테이크 올인(치즈크러스트)L,106,253,0,13,0,3,0,0
D010265,직화불고기(크런치)M,108,296,0,13,0,5,430,0
D010266,직화불고기(크런치)L,113,308,0,13,0,5,450,0
D010267,직화불고기(리치골드)M,107,296,0,15,0,6,450,0
D010268,직화불고기(리치골드)L,104,289,0,14,0,5,430,0
D010269,직화불고기(치즈크러스트)M,191,536,0,28,0,6,800,0
D010270,직화불고기(치즈크러스트)L,192,535,0,26,0,6,770,0
D010271,수퍼슈프림(크런치)M,115,285,0,12,0,4,423,0
D010272,수퍼슈프림(크런치)L,126,309,0,13,0,5,462,0
D010273,수퍼슈프림(리치골드)M,113,283,0,14,0,5,458,0
D010274,수퍼슈프림(리치골드)L,117,289,0,15,0,5,463,0
D010275,수퍼슈프림(치즈크러스트)M,102,256,0,13,0,2,407,0
D010276,수퍼슈프림(치즈크러스트)L,108,267,0,14,0,3,406,0
D010277,베이컨포테이토(크런치)M,121,313,0,12,0,5,460,0
D010278,베이컨포테이토(크런치)L,131,333,0,13,0,5,487,0
D010279,베이컨포테이토(리치골드)M,119,311,0,14,0,5,495,0
D010280,베이컨포테이토(리치골드)L,122,313,0,14,0,5,482,0
D010281,베이컨포테이토(치즈크러스트)M,107,284,0,13,0,3,469,0
D010282,베이컨포테이토(치즈크러스트)L,113,291,0,13,0,3,465,0
D010283,직화불고기L,168,445,0,21,0,6,507,0
D010284,페페로니M,128,339,0,15,0,4,460,0
D010285,페페로니L,152,404,0,18,0,4,551,0
D010286,수퍼슈프림L,194,445,0,22,0,5,549,0
D010287,치즈M,133,346,0,17,0,4,420,0
D010288,치즈L,158,411,0,20,0,4,500,0
D010293,콘샐러드,100,100,0,2,0,7,272,0
D010294,코울슬로,100,87,0,1,0,10,204,0
D010296,크림치킨파스타,351,633,0,24,0,7,1250,0
D010297,상하이쉬림프파스타,321,498,0,22,0,19,1630,0
D010298,팝콘치킨,134,416,0,21,0,2,420,0
D010299,치즈볼,130,413,0,21,0,5,420,0
D010300,오리지날 윙 4조각,126,270,0,27,0,3,650,0
D010301,오리지날 윙 8조각,252,540,0,54,0,4,1310,0
D010302,스파이시윙 4조각,166,373,0,28,0,20,950,0
D010303,스파이시윙 8조각,292,643,0,55,0,23,1600,0
D010304,치킨텐더 4조각,150,283,0,20,0,1,750,0
D010305,치킨텐더 8조각,300,567,0,39,0,1,1500,0
D010306,리치치즈파스타,366,690,0,24,0,0,930,0
D010307,그뤼에르 퐁듀소스,60,106,0,3,0,0,250,0
D010308,치즈크러스트 디핑소스,11,60,0,0,0,0,58,0
D010309,핫소스,2,1,0,0,0,0,12,0
D010310,바른생피클 L,120,50,0,0,0,9,5,0
D010311,바른생피클 M,70,55,0,0,0,11,5,0
D010312,갓치킨L(바삭한 크런치),136,410,0,17,0,6,600,0
D010313,갓치킨L(쫄깃한 클래식),145,381,0,20,0,5,583,0
D010314,순삭포테이토L(바삭한 크런치),154,496,0,15,0,3,560,0
D010315,순삭포테이토L(쫄깃한 클래식),125,353,0,17,0,5,626,0
D010316,케미콤보(쫄깃한 클래식),129,371,0,17,0,8,552,0
D010317,케미콤보(바삭한 크런치),129,306,0,16,0,6,520,0
D010318,폭폭치즈L(쫄깃한 클래식),158,413,0,21,0,6,645,0
D010319,폭폭치즈L(바삭한 크런치),121,372,0,18,0,5,532,0
D010320,얌얌페페로니L(쫄깃한 클래식),140,343,0,16,0,5,631,0
D010321,얌얌페페로니L(바삭한 크런치),106,343,0,15,0,4,488,0
D010322,씨푸드아일랜드 노엣지 R,106,265,0,14,0,5,550,0
D010323,씨푸드아일랜드 해쉬브라운R,121,311,0,15,0,6,598,0
D010324,씨푸드아일랜드 골드R,120,300,0,15,0,6,601,0
D010325,씨푸드아일랜드 크림치즈R,123,309,0,14,0,7,587,0
D010326,씨푸드아일랜드 에그타르트R,120,306,0,14,0,8,557,0
D010327,씨푸드아일랜드 치즈캡 R,118,297,0,16,0,5,630,0
D010328,씨푸드아일랜드 노엣지 L,133,341,0,16,0,6,670,0
D010329,씨푸드아일랜드 해쉬브라운 L,151,396,0,17,0,7,729,0
D010330,씨푸드아일랜드 골드L,149,383,0,18,0,7,734,0
D010331,씨푸드아일랜드 크림치즈 L,154,394,0,17,0,8,715,0
D010332,씨푸드아일랜드 에그타르트 L,149,390,0,17,0,9,679,0
D010333,씨푸드아일랜드 치즈캡 L,145,374,0,19,0,6,753,0
D010334,제주흑도새기 노엣지 R,195,454,0,34,0,12,792,0
D010335,제주흑도새기 해쉬브라운R,113,273,0,18,0,7,444,0
D010336,제주흑도새기 골드R,111,262,0,19,0,7,447,0
D010337,제주흑도새기 크림치즈R,115,271,0,18,0,8,433,0
D010338,제주흑도새기 에그타르트R,111,268,0,18,0,9,403,0
D010339,제주흑도새기 치즈캡 R,109,259,0,20,0,6,476,0
D010340,제주흑도새기 노엣지 L,126,296,0,18,0,6,464,0
D010341,제주흑도새기 해쉬브라운 L,145,352,0,19,0,7,524,0
D010342,제주흑도새기 골드L,143,339,0,20,0,7,528,0
D010343,제주흑도새기 크림치즈 L,147,350,0,19,0,8,509,0
D010344,제주흑도새기 에그타르트 L,143,346,0,18,0,10,473,0
D010345,제주흑도새기 치즈캡 L,139,329,0,21,0,6,547,0
D010346,치즈블라썸 스테이크 노엣지 R,193,510,0,31,0,6,844,0
D010347,치즈블라썸 스테이크 해쉬브라운R,112,301,0,17,0,4,470,0
D010348,치즈블라썸 스테이크 골드R,110,289,0,17,0,4,473,0
D010349,치즈블라썸 스테이크 크림치즈R,113,299,0,17,0,5,459,0
D010350,치즈블라썸 스테이크 에그타르트R,110,296,0,16,0,6,429,0
D010351,치즈블라썸 스테이크 치즈캡 R,113,262,0,16,0,3,548,0
D010352,치즈블라썸 스테이크 노엣지 L,122,321,0,18,0,4,558,0
D010353,치즈블라썸 스테이크 해쉬브라운 L,140,377,0,19,0,6,617,0
D010354,치즈블라썸 스테이크 골드L,134,364,0,20,0,6,621,0
D010355,치즈블라썸 스테이크 크림치즈 L,138,375,0,19,0,7,603,0
D010356,치즈블라썸 스테이크 에그타르트 L,134,371,0,18,0,8,567,0
D010357,치즈블라썸 스테이크 치즈캡 L,130,354,0,21,0,4,640,0
D010358,새우천왕 노엣지(오리진)R,176,435,0,22,0,10,742,0
D010359,새우천왕 치즈캡R,200,499,0,27,0,10,903,0
D010360,새우천왕 해쉬브라운R,103,233,0,12,0,6,419,0
D010361,새우천왕 에그타르트R,102,231,0,11,0,8,378,0
D010362,새우천왕 골드R,102,231,0,12,0,6,422,0
D010363,새우천왕 크림치즈R,105,234,0,12,0,7,408,0
D010364,새우천왕 노엣지(오리진)L,111,278,0,14,0,6,452,0
D010365,새우천왕 치즈캡L,123,311,0,16,0,6,535,0
D010366,새우천왕 해쉬브라운L,129,334,0,15,0,8,511,0
D010367,새우천왕 에그타르트L,128,327,0,14,0,10,461,0
D010368,새우천왕 골드L,128,320,0,15,0,8,516,0
D010369,새우천왕 크림치즈L,132,332,0,15,0,9,497,0
D010370,치우천왕 오리진R,178,450,0,22,0,10,718,0
D010371,치우천왕 치즈캡R,179,454,0,29,0,7,885,0
D010372,치우천왕 해쉬브라운R,185,481,0,25,0,10,821,0
D010373,치우천왕 에그타르트R,182,472,0,24,0,13,739,0
D010374,치우천왕 골드R,182,459,0,26,0,10,827,0
D010375,치우천왕 크림치즈R,189,477,0,25,0,11,798,0
D010376,치우천왕 노엣지L,104,265,0,14,0,5,554,0
D010377,치우천왕 치즈캡L,116,298,0,17,0,5,637,0
D010378,치우천왕 해쉬브라운L,122,321,0,15,0,6,614,0
D010379,치우천왕 에그타르트L,120,314,0,15,0,8,563,0
D010380,치우천왕 골드L,120,307,0,16,0,6,618,0
D010381,치우천왕 크림치즈L,125,319,0,15,0,7,599,0
D010382,트레비앙 해쉬브라운R,188,523,0,21,0,15,707,0
D010383,트레비앙 에그타르트R,184,514,0,20,0,19,626,0
D010384,트레비앙 오리진R,157,431,0,19,0,13,611,0
D010385,트레비앙 골드R,184,500,0,21,0,15,714,0
D010386,트레비앙 크림치즈R,191,519,0,20,0,17,684,0
D010387,트레비앙 치즈캡R,181,495,0,24,0,13,772,0
D010388,트레비앙 해쉬브라운L,126,348,0,15,0,10,480,0
D010389,트레비앙 에그타르트L,124,342,0,14,0,12,430,0
D010390,트레비앙 오리진L,108,292,0,13,0,8,421,0
D010391,트레비앙 골드L,124,335,0,15,0,10,485,0
D010392,트레비앙 크림치즈L,129,346,0,14,0,11,466,0
D010393,트레비앙 치즈캡L,120,325,0,16,0,8,504,0
D010394,러블리피스 해쉬브라운R,197,510,0,24,0,13,845,0
D010395,러블리피스 에그타르트R,193,501,0,23,0,16,763,0
D010396,러블리피스 오리진R,166,419,0,21,0,10,749,0
D010397,러블리피스 골드R,193,488,0,24,0,13,852,0
D010398,러블리피스 크림치즈R,100,253,0,12,0,7,411,0
D010399,러블리피스 치즈캡R,190,483,0,27,0,10,909,0
D010400,러블리피스 해쉬브라운L,119,308,0,13,0,7,516,0
D010401,러블리피스 에그타르트L,117,302,0,13,0,9,466,0
D010402,러블리피스 오리진L,101,253,0,12,0,6,457,0
D010403,러블리피스 골드L,117,295,0,14,0,7,521,0
D010404,러블리피스 크림치즈L,121,306,0,13,0,8,502,0
D010405,러블리피스 치즈캡L,113,286,0,15,0,6,540,0
D010406,스윗피스 해쉬브라운R,185,549,0,17,0,19,613,0
D010407,스윗피스 에그타르트R,182,540,0,16,0,22,531,0
D010408,스윗피스 오리진R,155,458,0,15,0,16,517,0
D010409,스윗피스 골드R,182,527,0,18,0,19,619,0
D010410,스윗피스 크림치즈R,189,545,0,17,0,20,590,0
D010411,스윗피스 치즈캡R,179,522,0,21,0,16,677,0
D010412,스윗피스 해쉬브라운L,123,376,0,11,0,14,393,0
D010413,스윗피스 에그타르트L,121,370,0,11,0,16,342,0
D010414,스윗피스 오리진L,105,320,0,10,0,13,334,0
D010415,스윗피스 골드L,121,363,0,12,0,14,397,0
D010416,스윗피스 크림치즈L,125,374,0,11,0,15,379,0
D010417,스윗피스 치즈캡L,117,353,0,13,0,13,416,0
D010418,로맨틱콤보 해쉬브라운R,191,530,0,20,0,16,729,0
D010419,로맨틱콤보 에그타르트R,188,521,0,19,0,19,647,0
D010420,로맨틱콤보 오리진R,160,438,0,18,0,13,633,0
D010421,로맨틱콤보 골드R,188,507,0,21,0,16,736,0
D010422,로맨틱콤보 크림치즈R,195,526,0,20,0,17,706,0
D010423,로맨틱콤보 치즈캡R,184,502,0,24,0,13,793,0
D010424,로맨틱콤보 해쉬브라운L,121,342,0,12,0,11,455,0
D010425,로맨틱콤보 에그타르트L,119,336,0,12,0,13,404,0
D010426,로맨틱콤보 오리진L,103,287,0,11,0,9,395,0
D010427,로맨틱콤보 골드L,119,329,0,13,0,11,459,0
D010428,로맨틱콤보 크림치즈L,123,340,0,12,0,12,440,0
D010429,로맨틱콤보 치즈캡L,115,320,0,14,0,9,478,0
D010430,포테이토 해쉬브라운R,180,436,0,17,0,9,646,0
D010431,포테이토 에그타르트R,177,427,0,16,0,13,564,0
D010432,포테이토 골드R,177,414,0,18,0,9,652,0
D010433,포테이토 크림치즈R,184,432,0,17,0,10,623,0
D010434,포테이토 해쉬브라운L,122,310,0,13,0,6,441,0
D010435,포테이토 에그타르트L,120,304,0,12,0,8,390,0
D010436,포테이토 골드L,120,297,0,13,0,6,445,0
D010437,포테이토 크림치즈L,125,308,0,12,0,7,426,0
D010438,쉬림프 해쉬브라운R,191,452,0,22,0,10,746,0
D010439,쉬림프 에그타르트R,187,442,0,21,0,14,665,0
D010440,쉬림프 오리진R,160,360,0,20,0,8,650,0
D010441,쉬림프 골드R,187,429,0,23,0,10,753,0
